new_who_as_id,file_name,old_who,new_who,old_parliamentary_group,new_parliamentary_group,old_role,new_role,old_position,new_position,additional_whitespace,changed_name,changed_parliamentary_group,changed_role,changed_position,substatial_modification
Gerstenmaier,BT_05_017.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Peters (Poppenbüll),BT_05_018.xml,Peters- (Poppenbüll) ,Peters (Poppenbüll),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Arndt (Berlin/Köln),BT_05_018.xml,Arndt (Berlin /Köln) ,Arndt (Berlin/Köln),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Arndt (Berlin/Köln),BT_05_018.xml,Arndt (Berlin/ Köln) ,Arndt (Berlin/Köln),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmid,BT_05_018.xml,Schmidt,Schmid,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hellige,BT_05_019.xml,Hellige ,Hellige,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schmidt (Hamburg),BT_05_022.xml,Schmidt (Hamburg ,Schmidt (Hamburg),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Rollmann,BT_05_024.xml,Rollmann . ,Rollmann,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Mommer,BT_05_025.xml,Mommer \ ,Mommer,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Strohmayr,BT_05_029.xml,Strohmayr . ,Strohmayr,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Brück (Köln),BT_05_031.xml,BrüCk (Köln) ,Brück (Köln),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Ertl,BT_05_032.xml,Ertl ,Ertl,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Fellermaier,BT_05_032.xml,Fellermaier ,Fellermaier,FDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Meinecke,BT_05_032.xml,Meinecke . ,Meinecke,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_033.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmidt (Offenbach),BT_05_035.xml,Dr Schmidt (Offenbach) ,Schmidt (Offenbach),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_038.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Brück (Holz),BT_05_039.xml,BrüCk (Holz) ,Brück (Holz),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_041.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_042.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_043.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Haase (Kassel),BT_05_043.xml,Haase (Kassel). ,Haase (Kassel),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Ertl,BT_05_044.xml,Erlt ,Ertl,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Brück (Köln),BT_05_044.xml,BrüCk (Köln) ,Brück (Köln),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_044.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_045.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmitt-Vockenhausen,BT_05_045.xml,Schmitt-Vockenhausen . ,Schmitt-Vockenhausen,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_046.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Spitzmüller,BT_05_048.xml,Spitzmüller ,Spitzmüller,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_049.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_052.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Arndt (Berlin),BT_05_053.xml,Arndt (Berlin ,Arndt (Berlin),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_055.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Staratzke,BT_05_055.xml,Staratzke ,Staratzke,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_056.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Jahn (Marburg),BT_05_056.xml,Jahn (Marburg) ,Jahn (Marburg),SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Berkhan,BT_05_057.xml,Berkhan ,Berkhan,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_057.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_059.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_060.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Brück (Köln),BT_05_060.xml,BrüCk (Köln) ,Brück (Köln),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_063.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_064.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_067.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_070.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Diemer-Nicolaus,BT_05_071.xml,Diemer-Nicolaus ,Diemer-Nicolaus,CDU/CSU,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Brück (Holz),BT_05_071.xml,BrüCk (Holz) ,Brück (Holz),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_071.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_077.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Starke (Franken),BT_05_078.xml,Starke (Franken) ,Starke (Franken),FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_080.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_082.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_083.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Genscher,BT_05_083.xml,Genscher ´ ,Genscher,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_084.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Sänger,BT_05_087.xml,Sänger . ,Sänger,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_088.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Diebäcker,BT_05_088.xml,Diebäcker ,Diebäcker,CDU /CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_090.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Vogel (Speyer),BT_05_091.xml,Vogel ,Vogel (Speyer),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmidt (Braunschweig),BT_05_092.xml,Schmidt . (Braunschweig) ,Schmidt (Braunschweig),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Freiherr von Vittinghoff-Schell,BT_05_092.xml,Freiherr von Vittinghoff-Schell ,Freiherr von Vittinghoff-Schell,CDU/ CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Brück (Holz),BT_05_093.xml,Drück (Holz) ,Brück (Holz),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_095.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_096.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_101.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_101.xml,D. Dr. Gertsenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_102.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hauser (Sasbach),BT_05_103.xml,Hauser (Sasbach). ,Hauser (Sasbach),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_104.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_105.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
van Delden,BT_05_105.xml,I van Delden ,van Delden,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_106.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_107.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Erhard (Bad Schwalbach),BT_05_107.xml,"Erhard , (Bad Schwalbach)",Erhard (Bad Schwalbach),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schultz (Gau-Bischofsheim),BT_05_109.xml,Schultz (Gau-Bischofsheim) ,Schultz (Gau-Bischofsheim),FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Kliesing (Honnef),BT_05_109.xml,Kliesing (Honnef). ,Kliesing (Honnef),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_111.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schultz (Gau-Bischofsheim),BT_05_112.xml,Schultz (Gau-Bischofsheim ,Schultz (Gau-Bischofsheim),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_112.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_113.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_114.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_115.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmidt (Kempten),BT_05_117.xml,Schmidt (Kempten ,Schmidt (Kempten),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_117.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_118.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_119.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_120.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_121.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_126.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Sander,BT_05_127.xml,Sander . ,Sander,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_131.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Matthöfer,BT_05_133.xml,Matthöfer . ,Matthöfer,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_134.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Freyh,BT_05_135.xml,Freyh . ,Freyh,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Prinz von Bayern,BT_05_135.xml,Prinz von Bayern . ,Prinz von Bayern,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Marx (München),BT_05_135.xml,"Marx , (München)",Marx (München),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Moersch,BT_05_136.xml,Moersch ,Moersch,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Weigl,BT_05_136.xml,Weigl . ,Weigl,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_136.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Fritsch (Deggendorf),BT_05_138.xml,Fritsch (Deggendorf). ,Fritsch (Deggendorf),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Moersch,BT_05_138.xml,Moersch . ,Moersch,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_139.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Müller (München),BT_05_139.xml,Müller (München) ,Müller (München),CDU/CSU,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_139.xml,D. Dr. Gerstemnaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_139.xml,D Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_140.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_140.xml,D. Dr. Gerstemnaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Jacobi (Köln),BT_05_140.xml,Jacobi Köln) ,Jacobi (Köln),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Draeger,BT_05_140.xml,Draeger . ,Draeger,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_141.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_142.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Spitzmüller,BT_05_142.xml,Spitzmüller ,Spitzmüller,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Freiherr von Vittinghoff-Schell,BT_05_142.xml,Freiherr von Vittinghoff-Schell ,Freiherr von Vittinghoff-Schell,CDU/ CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Wörner,BT_05_142.xml,Wörner . ,Wörner,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_143.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_143.xml,D. Dr. Gerstenanaler,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Moersch,BT_05_145.xml,Moersch . ,Moersch,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_146.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Erhard (Bad Schwalbach),BT_05_148.xml,Erhard (Bad Schwalbach ,Erhard (Bad Schwalbach),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_149.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_152.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Geisendörfer,BT_05_152.xml,Geisendörfer ,Geisendörfer,CDU /CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_154.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Marx (München),BT_05_154.xml,Mari (München) ,Marx (München),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Güde,BT_05_154.xml,Gilde ,Güde,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_155.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_155.xml,D.  Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Haar (Stuttgart),BT_05_155.xml,Haar (Stuttgart). ,Haar (Stuttgart),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Riegel (Göppingen),BT_05_157.xml,Riegel (Göppingen) ,Riegel (Göppingen),CDU/CSU,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_157.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_158.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_159.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Bauer (Wasserburg),BT_05_159.xml,Bauer (Wasserburg) ,Bauer (Wasserburg),CDU: CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Ritz,BT_05_159.xml,Ritz ,Ritz,CDU CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_160.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Aigner,BT_05_161.xml,Aigner ,Aigner,CDU' CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_161.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_164.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_165.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Ravens,BT_05_166.xml,Ravens ,Ravens,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_166.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_167.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Mischnick,BT_05_167.xml,Mischnick ,Mischnick,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Moersch,BT_05_167.xml,Moersch ,Moersch,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_168.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_169.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_170.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hansing,BT_05_171.xml,Hansing ,Hansing,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_171.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schlager,BT_05_172.xml,Schlager ,Schlager,CDU: CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_173.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_174.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Baltes,BT_05_174.xml,Baltes ,Baltes,FDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_175.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Mertes,BT_05_177.xml,Mertes ,Mertes,FDP.,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Haase (Kellinghusen),BT_05_178.xml,Haase (Kellinghusen) ,Haase (Kellinghusen),SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Reischl,BT_05_178.xml,Reischl ,Reischl,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_178.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_180.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Marx (Kaiserslautern),BT_05_180.xml,Mars (Kaiserslautern) ,Marx (Kaiserslautern),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_182.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_182.xml,D. Dr. Gerstenuraier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_183.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Güde,BT_05_184.xml,Gilde ,Güde,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_184.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
